Review,label
Absolutely ðŸ’¯ love Spotify!!! I like the songs it plays for different Music genre!!! Some of those you love but have forgotten about that's what I love about Spotify!!! Leaves you very satisfied and warms my heart with all the old music I listened to growing up!,POSITIVE
A idea for Spotify: Imagine being able to choose the years of your favorite singers activities and just listen to the period of songs produced in those years. I hope can see this option soon in the Spotify,POSITIVE
Allows me to play some songs that I want to listen for free and I can listen while my phone is off,NEGATIVE
"I Use It EVERYDAY, Throughout The Whole Day And I Am Truly Appreciative If It. Thank You.",POSITIVE
"This app is probably the best music app I ever used. One thing I hate is the point how You can't Download without premium, I think it's really Dumb if you ask me, AND There's no point of downloading if You have premium Because You can Listen offline-",POSITIVE
I have been using Spotify for 3 years .It's wonderful.,POSITIVE
this app sucks. i cant choose which song i want to listen to.the playlist just plays. there are limited skips. hate this app.,NEGATIVE
"Great all my favorite music, comedians, and podcasts. I have one complaint that Spotify is not connecting with my clock app but I assume that's nothing to do with Spotify.",NEGATIVE
Charge to much for nit being able to merge with booster sppd,NEGATIVE
Inspitr of that good app for songs,POSITIVE
A good repotire of musicians. Great!,POSITIVE
"Spotify picks random times to update what I assume are my downloaded playlists every day, but it keeps getting stuck at 95-97% unless I manually open and then force close the app. Update: been over a month and still no fix. Dropping down to one star.",NEGATIVE
"Very happy with Spotify so far,I'm a new user,really like the service ðŸ‘",POSITIVE
If they had a Spotify make this be the best app that makes it push the haters back in their seat keep doing great and be yourself they will hate but you will be you in the end,POSITIVE
Best music app EVVERRR!!!!!,POSITIVE
Talk about the best app ever you deserve to listen to that inner rockstar...... You can unwind from life hereðŸ‘ðŸ‘ðŸ‘ðŸ‘,POSITIVE
Easy great music selections clear what more do you want????,POSITIVE
"app no longer opens, just freezes even after uninstalling and reinstalling",NEGATIVE
It always gives me the wrong songs,NEGATIVE
App won't even start. I'm in a perpetual load screen no matter how many times I do a clean install.,NEGATIVE
Sound is very clear and no issues,POSITIVE
"This app is going down hill. Can't even play music if I want to put it in my playlists anymore, Can't play music to see if that's the song I'm searching for. What the hell are the ads for if you can't use any features",NEGATIVE
Starts to lag and skip anytime I add too many songs to the queue,NEGATIVE
10 outta 10 I wouldn't change a thing Spotify is amazing ðŸ™Œ,POSITIVE
Stop those ads,NEGATIVE
"Basically it's ""ADSTIFY"" I've been experiencing this ""7ads and 1 song"" so disappointing",NEGATIVE
"I Love ,the next time I go sit on my porch, I can listen to my own picks.",POSITIVE
More ads on Spotify,NEGATIVE
Awesome experience! Excellent sound quality!,POSITIVE
I wish they had there own radio station so you could listen to played songs,NEGATIVE
It's pretty good service if you know what you're doing,POSITIVE
To many ads hate it although listening to music is that I love is great just calm down with the ads I be on YouTube to listen to my music if I get annoyed with the ads,NEGATIVE
This is one the most amazing apps I've ever had but one thing I would like to see change is how many playlists you can pin ðŸ“Œ in your library. Otherwise nothing! Flawless and amazing! 100% recommend.,POSITIVE
"Music is perfect, podcasts are great idea for great information",POSITIVE
"Long time subscription holder, I'd like to see that ability to store downloaded files on an SD card. It's consuming all my available space on my tablet",NEGATIVE
"Everything's very fine, but there are alot of ads for those who don't have Premium. Two songs and again ads. So umm, make it a little less? :)",NEGATIVE
"I'm a premium family acct owner. I logged out my main account on my mobile phone app and spotify never opened again. It would just stay on its logo. I tried troubleshooting - clear cache, clear data, force stop, even updating/reinstalling it did not work! Please fix it.",NEGATIVE
"Didnt care for Spotify at 1st.. BUT ONCE I learned how it worked I FREAKING LOVED IT!! I love how it somewhat ""Learns"" the user & makes Playlist for the user on a day to day basis. It also keeps you up to date with other songs new & old! DEFINITELY WORTH DOWNLOADING! I also like how you can use Spotify & also do other things on your device without it ever Interrupting your JAMZ! Oh yeah, also if you have Premium, you can download music and use even when you have ""No Service* #UseItDaily",POSITIVE
Excellent app! You can make your own playlist of your favorite singer!,POSITIVE
"Doesn't have everything I was looking for, but it has way more than I was expecting.",POSITIVE
Not working properly,NEGATIVE
I hate it when I play a song it's different song you should fix it !!!!!!! Or your fans will be so angry !!!!!!,NEGATIVE
"""This app is absolute garbage for listening to podcasts"" was my last review. But I was wrong. I was being hot-headed and not understanding correctly. I do apologize to the owners of this app. It works really well.",NEGATIVE
"Is just awesome, can't live without my Spotify.",POSITIVE
I love Spotify because you get to play music and you can listen to anything on it so that's why l love Spotify.spotify is my favourite thing to listen to music and songs on it.ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜˜ðŸ˜˜ðŸ’¯ðŸ’¯ðŸ’¯ðŸ’¯ðŸ‘¿,POSITIVE
I was paying for the same thing I get from Spotify. Will never leave! Spotify also recommend like selections I may not have thought of,POSITIVE
I listen to lots of good music and podcasts for free,POSITIVE
Great games having fun trying to win our billions well i haven' lost yet great games ilove slots,POSITIVE
"I LOVE spotify! I very rarely have any problems but I'm seriously getting annoyed since the last update. The app will open to a black screen with the symbol and stay there. I have tried all the tips on the user community. Including batter optimizing settings, permissions and a clean reinstall and still will not work. Please help! I pay the ridiculous fee for premium family. I don't want to cancel my subscription and move to something else. I will change my review when fixed.",NEGATIVE
"Amazing, just amazing.",POSITIVE
UI issues are back in full force,POSITIVE
This is the best the only problem I had with it it is when I like I want to listen to a song like what I'm doing the dishes or something you don't need to know sometimes it would disconnect from my headset but other than that it's fine I love it,POSITIVE
Love that they have any music that you want to here. I couldn't do without my play list,POSITIVE
Premium too expensive.,NEGATIVE
Unusable without premium. Feels like a version of Itunes from 2004 with how primitive it is without premium. Don't waste your time.,NEGATIVE
Love this app. I love controlling my TV. It's just frustrating sometimes to edit Playlist from the phone.,NEGATIVE
"Every time I restart the phone it changes my storage location from sd card to internal and starts redownloading. Highly annoying. Edit: Reduced review to 1 star, since they won't fix it.",NEGATIVE
